id	text	HOTEL#HAUPT	ZIMMER#SAUBERKEIT	ZIMMER#HAUPT	HOTEL#PREIS	LAGE#HAUPT	ESSEN&TRINKEN#HAUPT	ESSEN&TRINKEN#RUHE	ZIMMER#RUHE	HOTEL#STYLE	HOTEL#SAUBERKEIT	SERVICE#HAUPT	ESSEN&TRINKEN#PREIS	ZIMMER#STYLE	LAGE#PREIS	LAGE#RUHE	ESSEN&TRINKEN#STYLE	ZIMMER#PREIS	SERVICE#SAUBERKEIT
3062	Ich habe bei Ibis schon wesentlich Besseres erlebt - zum selben Preis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3063	Hotel liegt zentral am Hbf und Busbahnhof	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3064	Tiefgarage mit viel Platz	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3065	Möglichst ein Zimmer nach hinten nehmen, sonst ist doch einiges an Straßenlärm bei offenem Fenster zu hören	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3066	Super Preis-Leistungs-Verhältnis, sehr gute Betten (mit weicher Auflage, sehr kuschelig!)	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3067	Zimmer- und Badgröße für einen Kurzaufenthalt ausreichend, Fernseher leider etwas klein aber mit vielen Programmen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3068	Die Zimmer waren geräumig und ordentlich	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3069	Ein sehr umfangreiches Frühstücksbuffet ließ keine Wünsche ossen	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3070	Das gesamte Personal war sehr freundlich und zuvorkommend	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3071	Einzig das Ambiente im Eßbereich war mir etwas schlicht	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3072	Doch der Gesamteindruck ist sehr gut	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3073	Waren jetzt zum zweiten Male in diesem Hotel, immer über Weihnachten und waren stets zufrieden	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3074	Hier stimmt das Preis-Leistungsverhältnis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3075	Hotel macht einen sehr sauberen Eindruck und die Zimmer sind auch in Ordnung	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3076	Was für uns auch sehr hilfreich war, dass es beim Frühstück glutenfreies Brot und Lactose freie Produkte gab,dass für Allergiker sehr wichtig ist	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3077	Richtig satt werden kann man auch beim Frühstück	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3078	Man ist auch in ein paar Minuten am Bahnhof (gleich daneben ein großes Einkaufszentrum) und in die Altstadt braucht man so an die zwanzig Minuten, also eine perfekte Lage um Regensburg zu erkunden	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3079	Wenn wir wieder mal in Regensburg sind, werden wir uns wieder dort einquartieren	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3080	Ich buche immer wieder gerne bei IBIS Hotels ,weil es sauber ist die Angestellten sehr freundlich sind und immer ein offenes Ohr haben, wenn man ein Anliegen hat	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
3081	Die Zimmer sind sauber, das Personal ist sehr freundlich und ansonsten ist auch alles in Ordnung	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3082	Sehr nette Begrüßung	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3083	Toller höflicher Service	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3084	Einfache aber gepflegte Zimmer	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3085	Preis-Leistung geht in Ordnung	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3086	Gut ist die vorhandene tiefgarage	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3087	Internetzugang kostenlos! Liegt sehr zentral in Regensburg!	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3088	Das Hotel liegt in direkter Nähe zur Altstadt von Regensburg, wunderbar gelegen um diese zu erkundigen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3089	Sehr freundliches und entgegen kommendes Personal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3090	Das Zimmer hatte auch für drei Erwachsene eine gute entsprechende Größe	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3091	Zimmer sauber und gut, Toilette und Dusche zu klein	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3092	Einfache Einrichtung, insgesamt ´jedoch i.O.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3093	Frühstück war gut	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3094	Es fehlt auf dem Tisch etwas für die Abfälle	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3095	Nettes Hotel in unmittelbarer Nähe des Hauptbahnhofs, mit sehr gutem Frühstücksbufett	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
3096	Zimmer sind für Kurztrip ausreichend groß	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3097	Die wunderschöne Altstadt von Regensburg ist fußläufig in 10 Minuten zu erreichen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3098	"Wir waren Anfang September dort (zum ""Sommer-Special-Tarif"") und waren rundum zufrieden! Da wir mit der Bahn angereist sind, war auch die Lage am HBf für uns in Ordnung"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3099	Ins Zentrum muss man schon ein wenig laufen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3100	Gute Lage zum Zentrum, gutes Preis - Leistungsverhältnis, Negativ: Hatten Fenster zur Furtmayer Str	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3101	Das Fenster konnte leider nicht geöffnet werden wegen der Lautstärke (Strassenverkehr, Bars in der Nähe )	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3102	Übernachtung (28.08.2014) mit sehr freundl. Personal und ordentlichem Zimmer	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3103	Eine sehr kurz angebundene jg. Dame (im sehr offenen Dirndl) - Sie sind auf dem Parkplatz ? = macht 7,00 Euro, ohne Frühstück ? kostet 20,00Euro! Mit Treppe od	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3104	Fahrstuhl kommen Sie zu Ihrem Zimmer, was im übrigen erh. teurer war, u.sw	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3105	Mein Gesamteindruck : Nur die guten Betten alleine machen kein Wohlgefühl, wenn zB.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3106	Die Fensterrahmen( in einem klimatisierten Zimmer) braun wie im Raucherzimmer sind und die Gardienen mit toten Mücken bestückt sind	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3107	Eine Grundrenovierung, einschl.des Waschbeckens (Überlauf) ist mehr als notwendig ! Den extra Frühstückspreis von 10,00euro pro Pers. empfinde ich als überteuert	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
3108	Sauber, ordentlich und freundliches Personal	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
3109	Frühstücksraum hell und freundlich eingerichtet, Frühstück reichhaltig und ausgeglichen	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
3110	Standort des Hotel gut, da nah zur City und Bahnhof	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3111	Für ein Wochenendtrip oder Kurzaufenthalt kann man das Hotel empfehlen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3112	5 min zu Fuß bis zur Innenstadt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3113	Nettes hilfsbereites Personal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3114	Zimmer sauber und zweckmäßig eingerichtet	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3115	In das Toilettenpapier könnte man ruhig ein paar cent mehr investieren	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3116	Verkehrsgünstige, gute Lage, wenige Gehminuten zu Altstadt und/oder Universität	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3117	Freundliches Personal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3118	Kleines Zimmer - Lärmempfindlich! Gute Klimatisierung, sauber	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3119	Bett geht - noch okay	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3120	Super Lage, sehr gutes Frühstück, sauber und ordentlich- Zimmer etwas hellhörig, kann ich für einen Stadtausflug aber durchaus empfehlen	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
3121	In der Nähe befindet sich ein großes Einkaufszentrum mit tollen Geschäften und Imbissständen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3122	Hotel ist vom Bahnhof nur ein paar Gehminuten entfernt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3123	Zimmer für Kurzaufenthalt empfehlenswert, sehr sauber, Empfang höflich und freundlich, Zahlung wird im vorhinein erwünscht, nur ein paar Schritte von der Regensburger Arkade entfernt	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
3124	Das Hotel ist zentral gelegen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3125	Man braucht kein Auto für die Stadt, alles kann zu Fuß gemacht werden	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3126	Auch der Busbahnhof ist nicht weit	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3127	Das Personal ist sehr freundlich, Parkplatz gegen Gebühr vorhanden	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3128	Klimaanlage im Zimmer, sehr gutes und reichhaltiges Frühstücksbuffet	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
3129	Einige nette Rsstaurants nahe zum Hotel	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3130	Was uns am Ibis-Hotel in Regensburg gefallen hat: - günstige Lage (nahe zum Bahnhof, zum Stadtzentrum und zum Einkaufszentrum Regensburg Arcaden) - freundliches Personal an der Rezeption - heller, geräumiger Frühstücksraum - gute Schlafqualität durch Lärmschutzfenster und komfortable Matrazen Insgesamt eine empfehlenswerte, preisgünstige Unterkunft für einen Kurzurlaub, für längere Aufenthalte sind die Zimmer etwas klein und etwas spartanisch eingerichtet	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
3131	Die Lage war super, recht zentral	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3132	Die Dame an der Rezeption war sehr freundlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3133	Hatten zu 2. ein Vierbettzimmer. Also war das Zimmer recht groß	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3134	Das Bad war angemessen und relativ sauber	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3135	Nur der Toilettendeckel lag nicht ganz auf, sodass er sich immer verschob, wenn man sich drauf setzte	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3136	Den Straßenlärm hörte man kaum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3137	Das WLan funktionierte nur leider sehr schlecht	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3138	Alles in allem ein zu empfehlenswertes Stadthotel für eine Kurzreise	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3139	Die Lage des Hotels könnte nicht besser sein	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3140	Ansonsten war das Personal hervorragend	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3141	Sehr freundliches, kompetentes Personal, das auch mit Stress Situationen gut umgehen kann	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3142	Die Zimmergrösse ist das einzige Manko, weil umdrehen mit Gepäck zur Zirkusnummer wird	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3143	sehr gute Lage zur Altstadt und Kneitinger-Biergarten, empfehlenswert für ein verlängertes Wochenende, sehr gutes Preisleistungs-Verhältnis, Zimmerausstattung und Frühstück sind ok, jedoch für längere Aufenthalte zu wenig	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
3144	Das Hotel liegt sehr zentral	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3145	Nur 10 Minuten bis zum Zentrum von Regensburg	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3146	Service war sehr gut	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3147	Frühstück kann man auch sehr empfehlen	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3148	Nur das Zimmer war etwas klein	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3149	Parkgebühren für 2 Tage in der Tiefgarage 7 € ist ok	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3150	Preis / Leistung und Lage sowie Sauberkeit sehr gut	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
3151	Ideal für Bahnreisende, da direkt am Bahnhof	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3152	Sehr freundliches Personal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3153	Einziger kleiner Nachteil: die Zimmertüren fallen sehr laut ins Schloss	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3154	Hotel ist zu empfehle	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3155	Das Hotel ist vollklimatisiert	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3156	Das Personal ist sehr freundlich und hilfsbereit	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3157	Die Betten waren sehr gut, wir haben gutgeschlafen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3158	Die Fenster sind gut schallisoliert	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3159	Wir hatten ein Zimmer zur Straßenseite, haben aber so gut wie nichts gehört	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3160	Die Lage des Hotels ist auch gut	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3161	Hallo, die Lage ist ausgezeichnet, man geht nur über die Brücke und schon ist man in der Stadt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3162	Darum eine gute Wahl	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3163	Guter Ibis Komfort, alles sauber, freundliches Personal	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
3164	Zimmer ruhig durch Schallschutz	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3165	Fruehstueck fuer 10€ mit guter Auswahl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3166	Tiefgarage fuer 7€ sehr empfehlenswert	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3167	Hbf in 5 min zu erreichen, zum Zentrum etwa 15 Gehminuten	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3168	Das Preis-/ Leistungsverhaeltnis ist gut	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3169	Fuer einen Stadtaufenthalt sehr zu empfehlen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3170	Kurzer Weg zum Bahnhof,sehr leise Klimaanlage, kostenfreies W-Lan auch auf dem Zimmer	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
3171	Das IBIS ist empfehlenwert	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3172	Geräumige Zimmer, schönes Foyer, hilfsbereites und freunliches Personal	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
3173	Dazu die Bahnhofs-Arcaden und Bus-Stop ganz nah dran	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3174	Ich empfinde dieses Hotel als Standard gut, da es einen Parkplatz gibt und das Frühstück war auch sehr umfangreich	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
3175	Die Lage ist super genau zentral gegenüber vom Cinemaxx	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3176	Die Bedienung war sehr angenehm nett und hat mir jeden Wunsch von den Lippen abgelesen	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3177	Bett war eine Pritsche und rutschig	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3178	Keine ordentliche Rückenlehne! Bad in die Jahre gekommen-braune Fugen! Gebrauchtes Handtuch! Frühstück: Kaffee viel zu dünn, Wurst und Käse minderwertig! Frühstückstische nicht abgeräumt, habe extra gebrauchtes Besteck zur Seite gestellt	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
3179	Parkplatz Extrakosten bei hohen Übernachtungspreis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3180	Dieses Hotel ist in meiner TopTen- Liste, wenn ich mal wieder in der Nähe bin, werde ich hier gerne wieder übernachten wollen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3181	Relativ altes Gebäude, Zimmer relativ klein	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3182	Personal sehr freundlich, Frühstücksbuffet aber sehr gut	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
3183	Insgesamt ok	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3184	Ausreichend Parkplätze im Hotel, schneller problemloser check in, das größte Zimmer, das ich jemals in einem ibis bewohnt habe, in ruhiger Lage wie zuvor gewünscht, angenehme Räumlichkeiten, sehr freundlicher Service, Lage des Hotels in Fußnähe zur Altstadt, alles bestens hier!	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
3185	Sehr nettes freundliches Personal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3186	Hotel liegt direkt am Bahnhof, aber keine Lärmbeeintächtigung die Altstadt ist fußläufig zu erreichen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3187	Hotel ist hell und freundlich das Frühstücksbuffet ist reichhaltig	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
3188	Der Aufenthalt im Ibis Regensburg City war für unsere Ansprüche rundum gelungen und ohne Fehl und Tadel	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3189	Das Preis-/Leistungs-Verhältnis ist top	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3190	Das Ibis haben wir für Regensburg bereits in unserem Bekanntenkreis weiter empfohlen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3191	Hotel in der Nähe der Regensburger Innenstadt, genutzt zur Übernachtung auf der Durchreise	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3192	Spätes Einchecken nach telefonischer Zimmernachfrage/ Reservierung von unterwegs, beim freundlichen aufmerksamen Empfangspersonal absolut schnell und unkompliziert	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3193	Zimmer klassischer IBIS Stil, klein aber sauber, Bad gut beleuchtet und sauber und ausreichend groß	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3194	"Zimmer trotz Lage am Aufzug ruhig aber durch die Position im ersten Stock in der Nähe des Haupteingangs, zieht der Rauch der "" Draussenraucher"" ins Zimmer"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3195	Verkehrsgünstig zur Autobahn oder Bahnhof gelegen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3196	Parkplätze sehr schmal und kostenpflichtig	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3197	Frühstück für 10,-€ verfügbar	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3198	Angenehmer Aufenthalt im Ibis Regensburg! Zimmer für 2Personen ein bisschen klein aber Preis Leistung ok	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3199	Sehr reichhaltiges Frühstücks-Buffet	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3200	Abends kann man an der Bar ein sehr gutes Bier genießen oder einen Wein um den Tag ausklingen zu lassen	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3201	In der Altstadt ist man in ein paar Minuten,am besten durch die Arcaden im 1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3202	Ein schönes Hotel mit sehr freundlichem Personal	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3203	Die zentrale Lage, direkt an einer Hauptstraße, ist im Hotel nicht hör- oder spürbar	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3204	Parkplätze auf dem Hotelgelände machen den Aufenthalt sehr angenehm	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3205	Das Personal ist, wie bereits erwähnt, sehr freundlich und gehen auf jedes Anliegen professionell ein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3206	Die bekante Ibis- Qualität des Frühstück- Buffet ist auch hier sehr schön angeboten	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3207	"Hier habe ich eine Zwischenstation zu einer Konferenz in Österreich gemacht, hatte trotz sehr später Anreise einen sehr angenehmen Aufenthalt, das ""verschlafen"" am nächsten Morgen liegt definitiv an dem ruhigen, gemütlichen Hotel, die ein bis drei Schlummerdrunke aus der Hotel- Restaurant, das Sweet- Bed Konzept oder aus einer kombination aus allem! Fazit nach Terminator- Art: Hasta la vista!"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3208	Top Lage und sehr sauberes Hotel	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
3209	Personal am Empfang ist sehr freundlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3210	Zimmer sind sehr sauber und trotz Zentraler Lage sehr ruhig! Service ist auch nicht zu verachten! Ausreichend Parkplätze zu günstigen Preis sind auch direkt am Hotel	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0
3211	Sehr angenehmer Aufenthalt in ruhigem und gut klimatisiertem Doppelzimmer - Schallisolierung trotz Bahnhofsnähe und zentraler Hotellage im Sdtverkehr perfekt Empfang, Service und Betreuung sehr gut	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0
3212	- Die Dusche könnte in den Abmessungen etwas größer sein	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3213	Wir wurden sehr freundlich empfangen und bis unser Zimmer fertig war (wir waren zu früh dran) mit Stollen und Glühwein verwöhnt	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
3214	"Die Mitarbeiter/innen sorgen dafür, dass man sich ""wie zuhause"" fühlt"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3215	Wir waren zwar nur eine Nacht im Ibis Hotel in Regensburg, hatten aber einen sehr guten Eindruck	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3216	Das Hotel liegt sehr gut, - ca, 10 min zu Fuß in die Altstadt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3217	Das Frühstück war super und das Personal sehr freundlich, das Zimmer war sehr sauber und ausreichend groß	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
3218	Gerne wieder	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3219	"Das Hotel liegt dehr nah am Bahnhof, was es für ""Kurzreisende"" sehr angenehm macht"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3220	Das Personal war sehr freundlich und die Zimmer sauber, was in der Regel das wichtigste ist	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3221	Was ich bemängele ist, dass der WLAN-Internetzugang, für den ich auch noch separat bezahlen musste, sehr sehr schwachbrüstig war und die Verbindung immer wieder zusamenbrach	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3222	Beide Abflüsse (Dusche und Waschbecken) waren leicht verstopft und der einzige Platz, an dem man seinen Laptop abstellen kann, um zu arbeiten, ist direkt vor dem Fenster, das nicht wirklich dicht ist, sodass es da ziemlich kalt an der Hand wird	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3223	Auch das Frühstück, für dass ich fast soviel bezahle als in anderen europäischen Großstädten, ist verhältnismäßig dürftig	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
3224	Wie immer bestätige ich die sehr gute Bedienung und Freundlichkeit	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3225	Auch die Zimmer sind immer ordentlich und sauber	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3226	Die Nähe zum Bahnhof ist schon beinahe optimal	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3227	Wir werden wieder kommen und auch andere IBIS-Hotels besuchen und weiterempfehlen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3228	Wir hatten uns für dieses Hotel entschieden, weil uns eine zentrale Lage sehr wichtig war	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3229	Zu Fuß kommt man in wenigen Minuten zum Bahnhof, in das Einkaufszentrum gegenüber und in die Altstadt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3230	Besonders wichtig war uns auch, dass das Zimmer ruhig ist	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3231	Obwohl wir ein Zimmer im zweiten Stock mit Fenster zur viel befahrenen Kreuzung hatten, war es nachts absolut ruhig! Ausstattung des Zimmers war für eine Übernachtung absolut okay, alles sauer, das Bad ausreichend groß	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3232	Leider gab es keinen Teppichboden, darunter litt die Gemütlichkeit des Zimmers etwas - aber letztenendes haben wir es nur zum Duschen und Schlafen benutzt und waren somit absolut zufrieden und kommen gerne wieder	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3233	Die Zimmer sind relativ kühl eingerichtet, also nichts für Stubenhocker, die gerne mal einen Tag im Hotel verbringen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3234	Dafür aber sehr sauber und funktional	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3235	Das Personal ist ausgesprochen freundlich, entspannt und hilfsbereit	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
