"Unnamed: 0","agreement","annotation_id","annotator","created_at","few_shot_condtion","id","label-explicit","label-implicit","lead_time","model","split","text","updated_at"
465,100.0,29572769,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:15:24.821608Z","fixed","9deb954d-a206-416e-8ba5-49c04c7af2c9","[{""end"":52,""text"":""Atmosphäre"",""start"":42,""labels"":[""AMBIENCE-NEUTRAL""]},{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",25.292,"GPT-3",3,"Das Restaurant hat eine durchschnittliche Atmosphäre und einen neutralen Gesamteindruck.","2024-01-21T09:15:24.821627Z"
466,100.0,29572777,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:15:38.502620Z","fixed","85554fbf-e68d-488f-b683-96f34c516ca1","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",12.756,"GPT-3",3,"Das Ambiente war nicht besonders ansprechend.","2024-01-21T09:15:38.502636Z"
467,100.0,29572786,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:16:00.489859Z","fixed","bb05e80a-2d41-45aa-80c6-45ed223a16c3","[{""end"":19,""text"":""Servicepersonal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",21.108,"GPT-3",3,"Das Servicepersonal war sehr unfreundlich und unprofessionell.","2024-01-21T09:16:00.489876Z"
468,100.0,29572799,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:16:22.924370Z","fixed","4809f162-0f9a-43b7-ad4e-0417b8b03e11","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":34,""text"":""Preise"",""start"":28,""labels"":[""PRICE-NEGATIVE""]}]","",21.133,"GPT-3",3,"Das Essen war gut, aber die Preise waren zu hoch.","2024-01-21T09:16:22.924395Z"
469,100.0,29572807,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:16:35.506226Z","fixed","6862b92e-6217-4b73-87f8-fe8d74c3c930","[{""end"":15,""text"":""Einrichtung"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",11.487,"GPT-3",3,"Die Einrichtung war etwas veraltet und könnte eine Renovierung gebrauchen.","2024-01-21T09:16:35.506245Z"
470,100.0,29572813,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:16:44.416808Z","fixed","dae494a1-c01d-4021-82a5-b7a1c305823b","[{""end"":53,""text"":""Speisen"",""start"":46,""labels"":[""PRICE-NEGATIVE""]}]","",13.146,"GPT-3",3,"Die Preise waren zu hoch für die Qualität der Speisen.","2024-01-21T09:16:52.093048Z"
471,100.0,29572817,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:16:59.613053Z","fixed","1567eba0-caa6-4537-bd8f-fd151c46ee13","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",4.085,"GPT-3",3,"Das Essen war durchschnittlich.","2024-01-21T09:16:59.613071Z"
472,100.0,29559128,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:18:29.093811Z","fixed","1159169a-b92d-41b6-9763-0401e4a217bf","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",16.516,"GPT-3",3,"Die Preise waren angemessen.","2024-01-20T13:18:29.093829Z"
473,100.0,29559270,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:29:59.596253Z","fixed","7195e857-8376-4128-b9d5-14e2ad5c1207","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",1.552,"GPT-3",3,"Der Service war sehr langsam und unfreundlich.","2024-01-20T13:29:59.596271Z"
474,100.0,29558814,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:58:26.318965Z","fixed","d1b5bf5c-b796-4831-8a3c-09f6eb797829","[{""end"":56,""text"":""Service"",""start"":49,""labels"":[""SERVICE-NEUTRAL""]}]","[{""end"":29,""text"":""gerade der beste"",""start"":13,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",11.312,"GPT-3",3,"Es war nicht gerade der beste Eindruck, aber der Service war in Ordnung.","2024-01-20T12:58:26.318982Z"
475,100.0,29572823,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:17:07.555776Z","fixed","1519d4b0-85a4-4312-802e-62cb083bae26","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",6.997,"GPT-3",3,"Das Restaurant hinterließ einen durchschnittlichen Eindruck.","2024-01-21T09:17:07.555793Z"
476,100.0,29572829,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:17:20.251519Z","fixed","0771f684-f1c2-4af3-97e3-0c9bd36e0de2","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]},{""end"":41,""text"":""Preise"",""start"":35,""labels"":[""PRICE-NEGATIVE""]}]","",11.734,"GPT-3",3,"Das Essen war in Ordnung, aber die Preise waren auch nicht besonders günstig.","2024-01-21T09:17:20.251539Z"
477,100.0,29572835,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:17:28.649555Z","fixed","35ca8f17-b78c-4b74-9891-43eef13c4c75","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",7.526,"GPT-3",3,"Der Service war in Ordnung, nichts Besonderes aber auch nichts Schlechtes.","2024-01-21T09:17:28.649574Z"
478,100.0,29572843,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:17:40.234956Z","fixed","abb04bf9-4bc9-4a00-935b-4fd759530b58","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",10.437,"GPT-3",3,"Das Essen war in Ordnung, aber es gab nichts Besonderes.","2024-01-21T09:17:40.234976Z"
479,100.0,29559067,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:13:49.471903Z","fixed","1e9914b6-85d4-4d76-a8df-5a92c57b91a0","","[{""end"":24,""text"":""okay, aber nichts"",""start"":7,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",2.914,"GPT-3",3,"Es war okay, aber nichts Besonderes.","2024-01-20T13:13:49.471921Z"
480,100.0,29572856,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:17:59.503199Z","fixed","5645286a-2a27-48d1-a423-d5bb00cf59cd","[{""end"":40,""text"":""Atmosphäre"",""start"":30,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":59,""text"":""Ambiente"",""start"":51,""labels"":[""AMBIENCE-NEGATIVE""]}]","",18.353,"GPT-3",4,"Das Restaurant hat eine tolle Atmosphäre, aber das Ambiente könnte etwas gemütlicher sein.","2024-01-21T09:17:59.503224Z"
481,100.0,29558961,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:06:46.386783Z","fixed","8006e96e-9154-4bd0-9657-48c58ba97f20","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",2.901,"GPT-3",4,"Der Service war sehr unfreundlich und langsam.","2024-01-20T13:06:46.386798Z"
482,100.0,29572864,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:18:09.341888Z","fixed","46bd0d82-0601-48b6-9ff9-aaec99a96de2","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","[{""end"":55,""text"":""insgesamt waren wir enttäuscht"",""start"":25,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",8.744,"GPT-3",4,"Das Essen war okay, aber insgesamt waren wir enttäuscht.","2024-01-21T09:18:09.341910Z"
483,100.0,29558784,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:30.842919Z","fixed","92a62374-0c49-47c9-9d3a-5b59dbe01271","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",2.691,"GPT-3",4,"Die Preise sind angemessen.","2024-01-20T12:56:30.842935Z"
484,100.0,29572867,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:18:17.203351Z","fixed","fbaf3bd2-130e-41be-bde9-7dc0fea114b6","","[{""end"":27,""text"":""Lokal war sehr laut und"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE-no-phrase""]}]",6.665,"GPT-3",4,"Das Lokal war sehr laut und überfüllt.","2024-01-21T09:18:17.203372Z"
485,100.0,29559254,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:27:54.184885Z","fixed","bf3f04b5-8cc3-401c-b39d-2846ef92bab6","[{""end"":56,""text"":""Essens"",""start"":50,""labels"":[""PRICE-NEGATIVE""]}]","",6.6690000000000005,"GPT-3",4,"Die Preise sind viel zu hoch für die Qualität des Essens.","2024-01-21T15:35:50.774988Z"
486,100.0,29572876,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:18:39.413255Z","fixed","e161ae5e-2706-40c1-b1a7-8a3851dfd676","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":46,""text"":""Service"",""start"":39,""labels"":[""SERVICE-POSITIVE""]}]","[{""end"":110,""text"":""auch einige negative"",""start"":90,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",21.206,"GPT-3",4,"Das Essen war sehr lecker und auch der Service war größtenteils freundlich, jedoch gab es auch einige negative Erfahrungen, wodurch meine allgemeine Impression neutral ist.","2024-01-21T09:18:39.413271Z"
487,100.0,29572883,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:18:46.579589Z","fixed","ae091daf-39a7-458c-a5b6-fb2d2942d453","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",6.153,"GPT-3",4,"Das Restaurant hat einen schlechten Gesamteindruck hinterlassen.","2024-01-21T09:18:46.579615Z"
488,100.0,29572888,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:18:55.163197Z","fixed","12ad526d-6b11-42a8-94ca-6da15f9ae441","[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",7.729,"GPT-3",4,"Die Speisen waren okay, aber nicht besonders beeindruckend.","2024-01-21T09:18:55.163214Z"
489,100.0,29572899,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:19:11.076325Z","fixed","1d763baf-52e4-4678-b53d-156e04a3baad","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]},{""end"":62,""text"":""Restaurants"",""start"":51,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",14.877,"GPT-3",4,"Die Preise waren angemessen und das Gesamtbild des Restaurants war durchschnittlich.","2024-01-21T09:19:11.076339Z"
490,100.0,29559218,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:24:10.916692Z","fixed","fa43128b-4f66-4c11-80ae-2f43eeed21c9","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",3.322,"GPT-3",4,"Das Restaurant war okay, aber nichts Besonderes.","2024-01-20T13:24:10.916707Z"
491,100.0,29572913,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:19:33.873202Z","fixed","613ec3c5-b166-49ea-8be7-a29f16f03209","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":55,""text"":""Service"",""start"":48,""labels"":[""SERVICE-NEGATIVE""]}]","",21.889,"GPT-3",4,"Das Restaurant ist insgesamt sehr gut, aber der Service lässt zu wünschen übrig.","2024-01-21T09:19:33.873218Z"
492,100.0,29572921,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:19:45.672456Z","fixed","f787af3b-222d-4663-8cfa-6fcfc9fa0dc4","[{""end"":30,""text"":""Preis-Leistungs-Verhältnis"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",10.78,"GPT-3",4,"Das Preis-Leistungs-Verhältnis ist angemessen.","2024-01-21T09:19:45.672472Z"
493,100.0,29572935,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:20:05.411204Z","fixed","d90a942c-b5e6-422d-b1e7-f12a628bf410","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEUTRAL""]}]","",18.201,"GPT-3",4,"Das Essen war nicht besonders gut, aber preislich war es in Ordnung.","2024-01-21T09:20:05.411225Z"
494,100.0,29572953,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:20:43.358111Z","fixed","ed957b9b-6942-458e-93f3-9cf8ad1bc869","","[{""end"":44,""text"":""sehr laut und ungemütlich"",""start"":19,""labels"":[""AMBIENCE-NEGATIVE-no-phrase""]},{""end"":80,""text"":""insgesamt war der Besuch okay"",""start"":51,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",36.928,"GPT-3",4,"Das Restaurant war sehr laut und ungemütlich, aber insgesamt war der Besuch okay.","2024-01-21T09:20:43.358130Z"
495,100.0,29558815,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:58:30.591025Z","fixed","4be0099b-8da5-4842-9615-687f8c29b526","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",3.508,"GPT-3",4,"Der Service war in Ordnung.","2024-01-20T12:58:30.591047Z"
496,100.0,29558785,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:38.094405Z","fixed","e72d2378-6961-4858-9344-6e957363921d","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",6.407,"GPT-3",4,"Die Preise sind angemessen.","2024-01-20T12:56:38.094422Z"
497,100.0,29572971,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:21:11.025152Z","fixed","abbdd5c9-2c4a-47e1-8664-28adfafd88bc","[{""end"":37,""text"":""Essen"",""start"":32,""labels"":[""PRICE-NEGATIVE""]}]","[{""end"":68,""text"":""war der Besuch"",""start"":54,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",26.401,"GPT-3",4,"Die Preise sind zu hoch für das Essen, aber insgesamt war der Besuch positiv.","2024-01-21T09:21:11.025166Z"
498,100.0,29572977,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:21:16.272608Z","fixed","e7a1c4ed-1840-4824-8604-087d518551b3","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",3.804,"GPT-3",4,"Das Essen war wirklich gut.","2024-01-21T09:21:16.272626Z"
499,100.0,29572986,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:21:29.623492Z","fixed","36dcebdb-953c-412d-81bc-c0f1cb042645","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":54,""text"":""Preise"",""start"":48,""labels"":[""PRICE-NEGATIVE""]}]","",11.799,"GPT-3",4,"Das Ambiente ist sehr angenehm, jedoch sind die Preise etwas zu hoch.","2024-01-21T09:21:29.623508Z"
500,100.0,29572990,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:21:37.123922Z","fixed","a07ac729-5b8a-4970-93db-bf182dca7aab","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",6.358,"GPT-3",4,"Der Service war freundlich und zuvorkommend.","2024-01-21T09:21:37.123938Z"
501,100.0,29572994,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:21:43.444930Z","fixed","cbbf76f2-c58d-4e95-9aba-fee06ac57aa6","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",5.391,"GPT-3",4,"Das Restaurant hat einen durchschnittlichen Gesamteindruck.","2024-01-21T09:21:43.444947Z"
502,100.0,29572998,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:21:49.137352Z","fixed","dead4826-4536-456a-952b-28d46bae61cd","[{""end"":9,""text"":""Lokal"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",4.725,"GPT-3",4,"Das Lokal war okay, aber nichts Besonderes.","2024-01-21T09:21:49.137369Z"
503,100.0,29573017,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:22:19.515405Z","fixed","5cac5ab8-43a8-465e-89ba-6f0392dbf4d6","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]},{""end"":37,""text"":""Ambiente"",""start"":29,""labels"":[""AMBIENCE-NEUTRAL""]}]","",29.531,"GPT-3",4,"Das Essen war okay, aber das Ambiente war nicht besonders.","2024-01-21T09:22:19.515420Z"
504,100.0,29573029,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:22:33.589051Z","fixed","d259914b-6f39-4f86-aa27-cef57d00dde0","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]},{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",13.082,"GPT-3",4,"Das Essen war zwar okay, aber für die Qualität viel zu teuer.","2024-01-21T09:22:33.589072Z"
505,100.0,29573037,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:22:42.306531Z","fixed","6842d947-fc3a-402b-b9ee-cc7ee54879c1","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",7.693,"GPT-3",4,"Das Ambiente des Restaurants ist weder besonders positiv noch negativ.","2024-01-21T09:22:42.306552Z"
506,100.0,29558786,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:41.739495Z","fixed","7eb03abc-5154-4754-b94a-bd62e8fed75e","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",2.891,"GPT-3",4,"Die Preise sind angemessen.","2024-01-20T12:56:41.739509Z"
507,100.0,29559130,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:18:36.416626Z","fixed","74c4f59d-d5ae-47ff-826d-c788a5be9c74","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",6.582,"GPT-3",4,"Die Preise waren angemessen.","2024-01-20T13:18:36.416647Z"
508,100.0,29559255,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:27:58.118040Z","fixed","ccd9cfcc-ccf0-4da7-9b0c-b9d4c542475d","[{""end"":56,""text"":""Essens"",""start"":50,""labels"":[""PRICE-NEGATIVE""]}]","",7.904999999999999,"GPT-3",4,"Die Preise sind viel zu hoch für die Qualität des Essens.","2024-01-21T15:35:58.160203Z"
509,100.0,29559133,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:18:56.959028Z","fixed","3f955e93-901c-49a5-911d-14ee83d495ac","[{""end"":44,""text"":""Atmosphäre"",""start"":34,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":103,""text"":""Preise"",""start"":97,""labels"":[""PRICE-POSITIVE""]}]","[{""end"":78,""text"":""war mein Eindruck"",""start"":61,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",19.503,"GPT-3",4,"Das Restaurant hat eine angenehme Atmosphäre, aber insgesamt war mein Eindruck nicht gut und die Preise waren angemessen.","2024-01-20T13:18:56.959049Z"
510,100.0,29573040,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:22:49.349971Z","fixed","ca2d07a2-28b3-4c6a-b505-743362fa4b44","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",6.225,"GPT-3",4,"Das Restaurant war okay, aber nicht besonders beeindruckend.","2024-01-21T09:22:49.349985Z"
511,100.0,29573069,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:23:30.792191Z","fixed","5c0a6163-577b-4dbc-a6b7-4fa43f6c25b9","[{""end"":41,""text"":""Restaurant"",""start"":31,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",40.461,"GPT-3",4,"Ich werde nie wieder in diesem Restaurant essen.","2024-01-21T09:23:30.792205Z"
512,100.0,29558817,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:58:32.670540Z","fixed","0e013143-cd71-431a-ba99-95b84d3cd382","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.334,"GPT-3",4,"Der Service war in Ordnung.","2024-01-20T12:58:32.670555Z"
513,100.0,29573094,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:23:58.036241Z","fixed","2fea74cd-6a5b-4736-adee-7a09dde23cd4","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","[{""end"":76,""text"":""Gesamteindruck eher"",""start"":57,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",26.012,"GPT-3",4,"Die Atmosphäre war sehr angenehm, aber insgesamt war der Gesamteindruck eher negativ.","2024-01-21T09:23:58.036261Z"
514,100.0,29559271,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:30:02.405129Z","fixed","71d684ae-7fbf-43c6-afc9-befcd6d6569a","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",1.833,"GPT-3",4,"Der Service war sehr langsam und unfreundlich.","2024-01-20T13:30:02.405147Z"
515,100.0,29573122,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:24:43.123690Z","fixed","e7320b0d-1a3d-435e-b08f-45f50a2bca3d","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",43.948,"GPT-3",4,"Das Essen ist zwar nicht billig, aber die Qualität rechtfertigt die Preise.","2024-01-21T09:24:43.123709Z"
516,100.0,29573129,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:24:56.532420Z","fixed","5ea72ad8-4cd4-477b-9176-432c513da210","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":45,""text"":""Service"",""start"":38,""labels"":[""SERVICE-NEGATIVE""]}]","",12.462,"GPT-3",4,"Das Ambiente war sehr schön, aber der Service war enttäuschend.","2024-01-21T09:24:56.532436Z"
517,100.0,29573139,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:25:08.736248Z","fixed","1d5fc4d3-a2b2-4262-a823-c075e7e352dc","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":49,""text"":""Essen"",""start"":44,""labels"":[""FOOD-POSITIVE""]}]","[{""end"":91,""text"":""der Eindruck nicht"",""start"":73,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",11.363,"GPT-3",4,"Der Service war sehr unfreundlich, aber das Essen war gut, insgesamt war der Eindruck nicht so positiv.","2024-01-21T09:25:08.736271Z"
518,100.0,29573143,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:25:14.515413Z","fixed","720f93d2-7983-40ef-beb3-3cf63a2c50a1","[{""end"":55,""text"":""Restaurant"",""start"":45,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",4.552,"GPT-3",4,"Wir hatten einen sehr positiven Eindruck vom Restaurant.","2024-01-21T09:25:14.515436Z"
519,100.0,29558818,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:58:34.770201Z","fixed","83ce8908-5e9d-4d64-9a7e-e54444e87e8e","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.346,"GPT-3",4,"Der Service war in Ordnung.","2024-01-20T12:58:34.770222Z"
520,100.0,29559219,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:24:13.813801Z","fixed","c0f40eed-f6ba-4588-9486-47df6deec77f","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",2.146,"GPT-3",4,"Das Restaurant war okay, aber nichts Besonderes.","2024-01-20T13:24:13.813818Z"
521,100.0,29558820,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:58:37.823602Z","fixed","e5b76a88-e082-49b8-ae06-2824d5832809","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.945,"GPT-3",4,"Der Service war in Ordnung.","2024-01-20T12:58:37.823625Z"
522,100.0,29573150,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:25:23.444913Z","fixed","e577b4d0-33cc-449b-a623-66897d2bfa0c","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",8.083,"GPT-3",4,"Das Restaurant hinterließ bei mir einen eher neutralen Eindruck.","2024-01-21T09:25:23.444930Z"
523,100.0,29559234,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:25:36.787211Z","fixed","fb6c3031-5349-4d6d-b71b-153fd10209f2","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",6.273,"GPT-3",4,"Das Restaurant war sehr laut und ungemütlich.","2024-01-20T13:25:36.787227Z"
524,100.0,29559184,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:22:00.015531Z","fixed","4dff982a-6ae8-48fd-90ee-cfe678f205dd","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",1.279,"GPT-3",4,"Das Essen war okay.","2024-01-20T13:22:00.015549Z"
525,100.0,29558788,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:47.392863Z","fixed","b8bc7e96-4982-418c-8a42-85cbf0ec46df","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",4.86,"GPT-3",4,"Die Preise sind angemessen.","2024-01-20T12:56:47.392881Z"
526,100.0,29573161,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T09:25:37.036938Z","fixed","0b070265-2b64-41c7-9c26-b559a23fcc01","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]},{""end"":42,""text"":""Essen"",""start"":37,""labels"":[""FOOD-POSITIVE""]}]","",12.688,"GPT-3",4,"Die Preise sind etwas hoch, aber das Essen ist wirklich gut.","2024-01-21T09:25:37.036957Z"
527,100.0,29559186,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:22:03.605890Z","fixed","b981c99b-d6dd-4ebe-8fed-0b6600e3ee59","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",2.759,"GPT-3",4,"Das Essen war okay.","2024-01-20T13:22:03.605904Z"
528,100.0,29558789,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:50.494742Z","fixed","32a7d30b-1b86-4c0f-8ec9-d054e183dda4","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",2.042,"GPT-3",4,"Die Preise sind angemessen.","2024-01-20T12:56:50.494765Z"
