agreement,annotation_id,annotator,aspect_available_without_judgement,created_at,few_shot_condtion,id,label-explicit,label-implicit,lead_time,model,split,text,two_or_more_sentences,updated_at
100.0,29426700,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:47:41.734575Z,random,bb9cfc86-3ed3-495e-8e8e-2623cdd58c23,"[{""end"":16,""text"":""Servicekraft"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,11.805,Llama70B,3,Die Servicekraft war sehr freundlich und hilfsbereit.,,2024-01-18T07:47:41.734590Z
100.0,29426716,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:48:11.042210Z,random,dc2333f8-dd55-4cec-8906-178e50579316,"[{""end"":14,""text"":""Essen"",""start"":9,""labels"":[""FOOD-NEGATIVE""]},{""end"":58,""text"":""Preise"",""start"":52,""labels"":[""PRICE-NEGATIVE""]}]",,28.31,Llama70B,3,Aber das Essen war mit Abstand nicht so gut wie die Preise hoch.,,2024-01-18T07:48:11.042234Z
100.0,29426723,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:48:17.108734Z,random,c53f3770-23d8-4d58-bb02-57bdb61a3d28,"[{""end"":9,""text"":""Pizza"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]",,5.183,Llama70B,3,Die Pizza war einfach schrecklich.,,2024-01-18T07:48:17.108753Z
100.0,29426730,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:48:29.241202Z,random,d6e771ab-447d-4b5b-99fd-3b8dd501b2ad,"[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,11.169,Llama70B,3,Das Personal war freundlich und schnell.,,2024-01-18T07:48:29.241225Z
100.0,29426740,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:48:45.130551Z,random,d034d7d6-c30d-42e1-ab27-de03900d4595,"[{""end"":19,""text"":""Portion"",""start"":12,""labels"":[""FOOD-POSITIVE""]}]",,14.573,Llama70B,3,"Eine kleine Portion, aber lecker.",,2024-01-18T07:48:45.130568Z
100.0,29426746,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:48:58.161999Z,random,74301d92-89f7-490c-823b-79ba7638371b,"[{""end"":13,""text"":""Kellnerin"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,12.047,Llama70B,3,Die Kellnerin war sehr freundlich und hat uns den Abend sehr angenehm gemacht.,,2024-01-18T07:48:58.162017Z
100.0,29426752,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:49:04.792315Z,random,b6d1521f-6d5b-4a5c-9009-51b92a912793,"[{""end"":13,""text"":""Karte"",""start"":8,""labels"":[""FOOD-NEGATIVE""]}]",,5.672,Llama70B,3,Nur die Karte ist sehr langweilig.,,2024-01-18T07:49:04.792333Z
100.0,29390301,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T13:44:05.961466Z,random,06acb9a4-8f2a-4a2d-a5ed-f1c6593ea7ca,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]",,4.885,Llama70B,3,"Das Essen war gut, aber nichts Besonderes.",,2024-01-17T13:44:05.961486Z
100.0,29426755,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:49:10.556928Z,random,08db9e1d-fb3d-4e71-ad16-6f9cb22c5afe,"[{""end"":13,""text"":""Kellnerin"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,4.943,Llama70B,3,Die Kellnerin war sehr freundlich und zuvorkommend.,,2024-01-18T07:49:10.556944Z
100.0,29426793,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:50:09.168531Z,random,cc9131ba-dea3-4619-8ef6-5f8e4c1483b6,,,57.776,Llama70B,3,Wir waren an einem Freitagabend dort und es war voll im Lokal.,,2024-01-18T07:50:09.168551Z
100.0,29426797,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:50:15.120406Z,random,bb99c0eb-560c-4b39-acaf-21ecb366cd2b,"[{""end"":7,""text"":""Service"",""start"":0,""labels"":[""SERVICE-POSITIVE""]}]",,5.024,Llama70B,3,Service war sehr freundlich und unkompliziert.,,2024-01-18T07:50:15.120428Z
100.0,29426807,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:50:26.300821Z,random,76f3a448-87ca-416d-98cf-6c0ee0e14cb9,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":57,""text"":""Bestellung"",""start"":47,""labels"":[""SERVICE-NEGATIVE""]}]",,10.257,Llama70B,3,"Das Essen war gut, aber die Geschichte mit der Bestellung hat mich irritiert.",,2024-01-18T07:50:26.300840Z
100.0,29426811,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:50:31.030487Z,random,8db30604-74b4-4236-a953-62f46e4e1b0d,"[{""end"":16,""text"":""Ambiente"",""start"":8,""labels"":[""AMBIENCE-POSITIVE""]}]",,3.729,Llama70B,3,Schönes Ambiente.,,2024-01-18T07:50:31.030503Z
100.0,29428768,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:37:36.045509Z,random,7abe0469-3808-4782-929e-53f195908c5b,"[{""end"":9,""text"":""Preis"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]",,8.03,Llama70B,4,Der Preis stimmt.,,2024-01-18T08:37:36.045527Z
100.0,29428782,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:37:47.898485Z,random,d5e17eb8-8f45-4ab8-a406-3b7e7d7b7f57,"[{""end"":20,""text"":""Service"",""start"":13,""labels"":[""SERVICE-POSITIVE""]},{""end"":55,""text"":""Essen"",""start"":50,""labels"":[""FOOD-NEGATIVE""]}]",,11.03,Llama70B,4,"Freundlicher Service, aber leider sehr schlechtes Essen.",,2024-01-18T08:37:47.898504Z
100.0,29428808,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:38:08.733691Z,random,f36c343c-2f4b-4270-9077-04e30cfb0bed,"[{""end"":71,""text"":""Terrasse"",""start"":63,""labels"":[""AMBIENCE-POSITIVE""]}]",,19.949,Llama70B,4,Wir waren an einem Sonntagvormittag dort und hatten die schöne Terrasse ganz für uns alleine.,,2024-01-18T08:38:08.733710Z
100.0,29428819,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:38:17.151649Z,random,ee31eb07-132d-4e4b-b92d-0743982f804a,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]",,7.433,Llama70B,4,"Das Ambiente ist okay, aber nicht überragend.",,2024-01-18T08:38:17.151675Z
100.0,29428843,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:38:35.171124Z,random,6159a1d3-8023-4ac7-869f-26ed7f5b1f3f,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,16.913,Llama70B,4,Das Ambiente ist nicht so toll.,,2024-01-18T08:38:35.171142Z
100.0,29428850,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:38:39.112850Z,random,ecf33bff-11fa-4569-acc2-ebab52fe965f,,"[{""end"":24,""text"":""kommen gerne wieder."",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",3.092,Llama70B,4,Wir kommen gerne wieder.,,2024-01-18T08:38:39.112867Z
100.0,29428859,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:38:46.841103Z,random,66e46ed0-f0c0-4da2-a4c3-a9b0d6b95fc1,,"[{""end"":32,""text"":""es auch angemessen"",""start"":14,""labels"":[""PRICE-NEUTRAL-no-phrase""]}]",6.897,Llama70B,4,Preislich ist es auch angemessen.,,2024-01-18T08:38:46.841124Z
100.0,29428870,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:38:54.783980Z,random,31154cda-2022-4706-b30c-43a20cc377eb,"[{""end"":37,""text"":""Service"",""start"":30,""labels"":[""SERVICE-NEGATIVE""]}]",,6.987,Llama70B,4,Ein Restaurant mit leidlichem Service.,,2024-01-18T08:38:54.784000Z
100.0,29428919,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:39:36.154470Z,random,fdf2c0bb-aa11-4476-9d1b-7b55ae959947,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]},{""end"":39,""text"":""Portionen"",""start"":30,""labels"":[""FOOD-NEGATIVE""]},{""end"":39,""text"":""Portionen"",""start"":30,""labels"":[""PRICE-NEGATIVE""]}]",,40.483,Llama70B,4,"Das Essen war eher mäßig, die Portionen klein und der Preis dafür unverhältnismässig.",,2024-01-18T08:39:36.154492Z
100.0,29428930,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:39:42.283868Z,random,87094e23-f02d-4310-be41-707fdd3c1403,"[{""end"":17,""text"":""Ambiente"",""start"":9,""labels"":[""AMBIENCE-NEGATIVE""]}]",,5.281,Llama70B,4,Aber das Ambiente ist nicht schön.,,2024-01-18T08:39:42.283889Z
100.0,29428950,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:40:00.373793Z,random,7e55d705-3fb7-4ee2-98ea-3a952cb5c38d,"[{""end"":21,""text"":""Blick auf die LOC"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,17.233,Llama70B,4,Der Blick auf die LOC und das Gästehaus ist wunderbar.,,2024-01-18T08:40:00.373817Z
100.0,29428961,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:40:09.870392Z,random,bad1ad7f-9018-4321-aa2f-66bec694d6b7,"[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]",,8.553,Llama70B,4,Die Atmosphäre ist in Ordnung.,,2024-01-18T08:40:09.870413Z
100.0,29428966,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:40:15.407410Z,random,e9f1a27c-c0f0-4d07-accc-6d26217b6b7d,"[{""end"":14,""text"":""Essen"",""start"":9,""labels"":[""FOOD-POSITIVE""]}]",,4.553,Llama70B,4,Doch das Essen schmeckt wirklich gut.,,2024-01-18T08:40:15.407429Z
100.0,29390307,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T13:44:14.036358Z,random,85bc257a-3753-4393-9b88-129bfd62098b,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]",,4.715,Llama70B,4,"Das Essen war gut, aber nichts Besonderes.",,2024-01-17T13:44:14.036373Z
100.0,29428979,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:40:21.187800Z,random,c81ebcfa-b457-43d7-9da1-a1c92b7ebd25,,"[{""end"":6,""text"":""Schade"",""start"":0,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",4.899,Llama70B,4,Schade.,,2024-01-18T08:40:21.187820Z
100.0,29428995,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:40:31.219377Z,random,de418894-b8da-44aa-90aa-58f29cf62c89,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":59,""text"":""Preis-Leistungsverhältnis"",""start"":34,""labels"":[""PRICE-POSITIVE""]}]",,9.088,Llama70B,4,Das Essen war sehr lecker und das Preis-Leistungsverhältnis stimmt.,,2024-01-18T08:40:31.219395Z
100.0,29429016,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:40:44.207141Z,random,6ba3a698-2a3e-414d-82aa-78f487b295b1,"[{""end"":8,""text"":""Ambiente"",""start"":0,""labels"":[""AMBIENCE-NEGATIVE""]}]",,12.053,Llama70B,4,"Ambiente sehr schlecht, zu laut und überfüllt.",,2024-01-18T08:40:44.207156Z
100.0,29429041,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:41:01.385235Z,random,f8f4dff6-8102-4749-996d-35106d756311,"[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-CONFLICT""]}]",,16.295,Llama70B,4,Ein Restaurant mit Mischung aus guter und schlechter Qualität.,,2024-01-18T08:41:01.385258Z
100.0,29429052,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:41:09.129543Z,random,333547e2-2cce-43d0-b2b0-85bc9b40ff60,"[{""end"":17,""text"":""Ambiente"",""start"":9,""labels"":[""AMBIENCE-POSITIVE""]}]",,6.892,Llama70B,4,Aber das Ambiente ist unschlagbar.,,2024-01-18T08:41:09.129562Z
100.0,29429064,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:41:14.512188Z,random,44136cc7-4bf2-41f7-9d75-390b7df215ec,,"[{""end"":19,""text"":""Sehr empfehlenswert"",""start"":0,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",4.48,Llama70B,4,Sehr empfehlenswert.,,2024-01-18T08:41:14.512208Z
100.0,29429094,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:41:29.692622Z,random,480bc194-a730-4124-b7e9-cc3aee1e267b,"[{""end"":25,""text"":""Ambiente"",""start"":17,""labels"":[""AMBIENCE-NEGATIVE""]}]",,14.284,Llama70B,4,"Nicht gerade ein Ambiente, das man sich für ein schönes Abendessen wünscht.",,2024-01-18T08:41:29.692647Z
100.0,29429106,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:41:36.871982Z,random,4a669f7d-f7ae-4c8c-a0dd-f9eab34dd2aa,"[{""end"":24,""text"":""Speisen"",""start"":17,""labels"":[""FOOD-NEGATIVE""]}]",,6.259,Llama70B,4,Die Qualität der Speisen war leider nicht so gut wie noch vor ein paar Jahren.,,2024-01-18T08:41:36.871999Z
100.0,29429114,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:41:42.868353Z,random,0e50f9f5-af62-453e-bbfc-1bf3a79b6575,,"[{""end"":27,""text"":""schlecht, aber nichts"",""start"":6,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",5.149,Llama70B,4,"Nicht schlecht, aber nichts Besonderes.",,2024-01-18T08:41:42.868371Z
100.0,29429129,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:41:50.933164Z,random,88818500-f7ea-49ad-84a7-8eff8810923f,"[{""end"":41,""text"":""Essen"",""start"":36,""labels"":[""FOOD-POSITIVE""]}]",,7.17,Llama70B,4,Ein schöner Abend mit sehr leckerem Essen und netten Menschen.,,2024-01-18T08:41:50.933186Z
100.0,29429143,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:41:59.435334Z,random,8ad4cd21-e2de-4215-beea-9c2fa022492c,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":32,""text"":""Bedienung"",""start"":23,""labels"":[""SERVICE-NEGATIVE""]}]",,7.508,Llama70B,4,"Das Essen war gut, die Bedienung war nicht so freundlich und unaufmerksam.",,2024-01-18T08:41:59.435353Z
100.0,29429158,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:42:11.639941Z,random,564fb3af-fb29-479f-adb9-39382aef77e6,"[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]",,11.304,Llama70B,4,Der Service war nicht schlecht aber auch nicht sehr gut.,,2024-01-18T08:42:11.639960Z
100.0,29429172,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:42:25.288946Z,random,6a0a2004-cb54-42ca-b6b9-5af6c7a813bc,"[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","[{""end"":52,""text"":""würde wieder"",""start"":40,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",12.702,Llama70B,4,"Die Preise sind etwas zu hoch, aber ich würde wieder hingehen.",,2024-01-18T08:42:25.288967Z
100.0,29429181,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:42:31.279280Z,random,abb20eec-f622-429a-ad2c-d63b009bdc23,"[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]",,5.077,Llama70B,4,Ein Restaurant für jeden Tag.,,2024-01-18T08:42:31.279298Z
100.0,29429191,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:42:39.088217Z,random,97cb25d0-333d-49cc-ba0a-b46929518392,"[{""end"":37,""text"":""Bedienung"",""start"":28,""labels"":[""SERVICE-NEGATIVE""]}]",,6.944,Llama70B,4,"Wir waren mit 2 Kindern da, Bedienung war schlecht und langsam.",,2024-01-18T08:42:39.088236Z
100.0,29429208,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:42:48.799455Z,random,f3e2c6fb-e53c-4d14-9301-fd8bfd7b7e82,"[{""end"":14,""text"":""Essen"",""start"":9,""labels"":[""PRICE-NEGATIVE""]}]",,8.767,Llama70B,4,Aber das Essen ist auch nicht billiger als im LOC.,,2024-01-18T08:42:48.799474Z
100.0,29429250,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:43:18.245743Z,random,2f3b49f6-6157-4549-b66a-16d4ee4ae5e3,"[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]",,28.539,Llama70B,4,Die Preise sind nicht gerade billig.,,2024-01-18T08:43:18.245764Z
100.0,29429264,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:43:29.564202Z,random,09e4b3d3-8f9a-4eb3-a09a-498dc1158948,"[{""end"":17,""text"":""Ambiente"",""start"":9,""labels"":[""AMBIENCE-NEGATIVE""]}]",,10.419,Llama70B,4,"Auch das Ambiente ist nicht sehr angenehm, es sieht aus wie die Garage eines Autohauses.",,2024-01-18T08:43:29.564222Z
100.0,29429277,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:43:39.812980Z,random,b339234d-4fa7-4af5-a27d-2ade45f7a7c7,"[{""end"":42,""text"":""Lokal"",""start"":37,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]",,9.278,Llama70B,4,Wir waren begeistert und konnten das Lokal absolut weiterempfehlen,,2024-01-18T08:43:39.812995Z
100.0,29429291,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:43:55.592703Z,random,e85dde91-d3c7-4cde-8039-ce065f2e99d4,"[{""end"":8,""text"":""Personal"",""start"":0,""labels"":[""SERVICE-CONFLICT""]}]",,14.846,Llama70B,4,"Personal eher unfreundlich, aber auf jeden Fall hilfsbereit.",,2024-01-18T08:43:55.592721Z
100.0,29429342,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:44:43.147413Z,random,b60c7807-ab8a-4e8e-9971-d9a465ca9865,"[{""end"":19,""text"":""Essen"",""start"":14,""labels"":[""FOOD-POSITIVE""]},{""end"":37,""text"":""Preis"",""start"":32,""labels"":[""PRICE-NEUTRAL""]}]","[{""end"":83,""text"":""Lokal wieder"",""start"":71,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",46.645,Llama70B,4,"Auch wenn das Essen gut und der Preis nicht zu hoch war, würde ich das Lokal wieder besuchen.",,2024-01-18T08:44:43.147436Z
100.0,29429354,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:44:58.907578Z,random,25efb7c8-cfe9-4cf5-b2cf-4db1e5652cb5,"[{""end"":68,""text"":""Preis Leistungsverhältnis"",""start"":43,""labels"":[""PRICE-POSITIVE""]}]",,14.747,Llama70B,4,"Ich hatte einen Kaffee, der war auch gutes Preis Leistungsverhältnis.",,2024-01-18T08:44:58.907592Z
100.0,29429363,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:45:04.203115Z,random,ed913b93-d52d-44d6-8c3b-c367b84b463f,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]",,4.445,Llama70B,4,Das Essen war leider nicht so gut.,,2024-01-18T08:45:04.203131Z
100.0,29429369,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:45:09.935356Z,random,0bb35809-f198-45ab-8e0e-e42d1107c78d,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]",,4.768,Llama70B,4,"Das Essen war ok, aber nicht so besonders.",,2024-01-18T08:45:09.935374Z
100.0,29429394,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:45:29.935440Z,random,573c4e59-5035-4999-b55f-9ced3c71193a,"[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":46,""text"":""Besitzerin"",""start"":36,""labels"":[""SERVICE-POSITIVE""]}]",,19.093,Llama70B,4,Die Atmosphäre ist angenehm und die Besitzerin sehr freundlich.,,2024-01-18T08:45:29.935458Z
100.0,29429406,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:45:39.075471Z,random,2dfad370-e70e-45be-9207-a76cb09b3de4,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]",,8.199,Llama70B,4,"Das Essen war in Ordnung, aber nichts Besonderes.",,2024-01-18T08:45:39.075490Z
100.0,29429412,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:45:47.439899Z,random,62d77e4b-06a0-45f5-9811-9dec51e3bd04,"[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]",,7.368,Llama70B,4,"Ein Restaurant, das ich nicht empfehlen kann.",,2024-01-18T08:45:47.439918Z
100.0,29429419,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:45:58.120064Z,random,76bb7bd4-ed6f-4be8-9c89-9e93b6689de3,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":47,""text"":""Stimmung"",""start"":39,""labels"":[""AMBIENCE-NEGATIVE""]}]",,9.803,Llama70B,4,Die Bedienung war unfreundlich und die Stimmung sehr gedrückt.,,2024-01-18T08:45:58.120087Z
100.0,29429426,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:46:07.313649Z,random,a30413e0-cbe7-4af0-a11a-5e46743ffe71,"[{""end"":29,""text"":""Preis-Leistungsverhältnis"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]",,8.296,Llama70B,4,Das Preis-Leistungsverhältnis ist einfach zu schlecht.,,2024-01-18T08:46:07.313666Z
100.0,29429434,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:46:17.773135Z,random,cb9612d2-2b63-4f99-b3f2-215e862fa276,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":42,""text"":""Essen"",""start"":37,""labels"":[""FOOD-POSITIVE""]},{""end"":71,""text"":""Bedienung"",""start"":62,""labels"":[""SERVICE-POSITIVE""]}]",,9.604,Llama70B,4,"Das Ambiente ist sehr gemütlich, das Essen war lecker und die Bedienung war sehr freundlich.",,2024-01-18T08:46:17.773155Z
100.0,29429452,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:46:30.185057Z,random,2b8292f9-ad46-4fb9-abd0-7fcfbcc5cdb7,"[{""end"":8,""text"":""Ambiente"",""start"":0,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":37,""text"":""Essen"",""start"":32,""labels"":[""FOOD-NEGATIVE""]}]",,11.326,Llama70B,4,"Ambiente war sehr schlecht, das Essen war auch nicht gut.",,2024-01-18T08:46:30.185073Z
100.0,29429457,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-18T08:46:38.596571Z,random,06f2f3c9-e163-4bb0-9a9b-eae9d714de26,,,7.415,Llama70B,4,Wir hatten für 18.00 Uhr reserviert und wurden um 19.30 Uhr bedient.,,2024-01-18T08:46:38.596588Z
100.0,29429461,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:46:45.344501Z,random,77ed3588-6903-4842-9314-d792bba4a296,,"[{""end"":14,""text"":""sehr"",""start"":10,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",5.821,Llama70B,4,Wir waren sehr enttäuscht.,,2024-01-18T08:46:45.344517Z
100.0,29429471,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:46:56.220087Z,random,03920764-44f4-4922-907a-9a7d7da2dfa0,,"[{""end"":38,""text"":""eine sehr enttäuschende"",""start"":15,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",9.919,Llama70B,4,Alles in allem eine sehr enttäuschende Erfahrung.,,2024-01-18T08:46:56.220103Z
100.0,29429474,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:47:00.675025Z,random,6cc17308-6040-4cd9-9622-af9e4e6ad2cf,,"[{""end"":16,""text"":""kommen gerne"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",3.625,Llama70B,4,Wir kommen gerne wieder.,,2024-01-18T08:47:00.675047Z
100.0,29429480,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:47:06.232029Z,random,512e5811-4c29-4984-9909-111f11bd9a6e,"[{""end"":8,""text"":""Ambiente"",""start"":0,""labels"":[""AMBIENCE-POSITIVE""]}]",,4.607,Llama70B,4,Ambiente ist sehr schön und modern.,,2024-01-18T08:47:06.232049Z
100.0,29429483,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:47:11.827123Z,random,e64ca9f4-1807-456c-b1c6-8dd1eefaa15d,"[{""end"":23,""text"":""Essens"",""start"":17,""labels"":[""FOOD-POSITIVE""]}]",,4.718,Llama70B,4,"Die Qualität des Essens war gut, wenn auch nicht aussergewöhnlich.",,2024-01-18T08:47:11.827153Z
100.0,29429491,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:47:21.275482Z,random,c4fb51ee-81f6-4e95-b90b-4bf753bc491b,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","[{""end"":43,""text"":""schnell serviert"",""start"":27,""labels"":[""SERVICE-POSITIVE-no-phrase""]}]",50.658,Llama70B,4,Das Essen war sehr gut und schnell serviert.,,2024-01-21T15:20:01.799485Z
100.0,29429505,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:47:37.997749Z,random,f74af038-a912-4cc1-8b65-e68a2d50a7b2,"[{""end"":34,""text"":""Ambiente"",""start"":26,""labels"":[""AMBIENCE-POSITIVE""]}]","[{""end"":15,""text"":""Etwas überfüllt"",""start"":0,""labels"":[""AMBIENCE-NEGATIVE-no-phrase""]}]",15.881,Llama70B,4,"Etwas überfüllt, aber das Ambiente war toll.",,2024-01-18T08:47:37.997767Z
100.0,29429512,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:47:50.288492Z,random,100837e3-e4ba-4599-a818-f7b59ee88aad,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,10.512,Llama70B,4,Zum Ambiente : Wir waren an einem Samstagabend dort und es war überfüllt.,,2024-01-18T08:47:50.288519Z
100.0,29429528,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T08:48:14.225522Z,random,75b3c033-faa5-445b-a3f4-efaca56aaf27,"[{""end"":9,""text"":""Lokal"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]",,22.658,Llama70B,4,"Das Lokal ist schon etwas älter, aber nicht schlecht.",,2024-01-18T08:48:14.225559Z
